deslocamento_final,z_padronizado
92.0,0.92
144.0,1.44
92.0,0.92
-124.0,-1.24
98.0,0.98
-22.0,-0.22
132.0,1.32
94.0,0.94
-38.0,-0.38
58.0,0.58
130.0,1.3
-30.0,-0.3
96.0,0.96
-86.0,-0.86
66.0,0.66
112.0,1.12
94.0,0.94
8.0,0.08
36.0,0.36
186.0,1.86
48.0,0.48
-2.0,-0.02
-58.0,-0.58
-166.0,-1.66
64.0,0.64
-76.0,-0.76
22.0,0.22
32.0,0.32
60.0,0.6
-166.0,-1.66
-142.0,-1.42
108.0,1.08
18.0,0.18
4.0,0.04
178.0,1.78
256.0,2.56
38.0,0.38
-42.0,-0.42
-10.0,-0.1
52.0,0.52
78.0,0.78
84.0,0.84
-102.0,-1.02
112.0,1.12
20.0,0.2
-50.0,-0.5
170.0,1.7
-102.0,-1.02
278.0,2.78
-50.0,-0.5
42.0,0.42
-198.0,-1.98
184.0,1.84
10.0,0.1
58.0,0.58
-30.0,-0.3
100.0,1.0
20.0,0.2
62.0,0.62
26.0,0.26
20.0,0.2
-274.0,-2.74
88.0,0.88
-28.0,-0.28
-86.0,-0.86
-52.0,-0.52
-76.0,-0.76
-60.0,-0.6
40.0,0.4
106.0,1.06
38.0,0.38
-226.0,-2.26
-16.0,-0.16
-12.0,-0.12
0.0,0.0
-68.0,-0.68
68.0,0.68
-96.0,-0.96
-30.0,-0.3
-68.0,-0.68
-22.0,-0.22
144.0,1.44
-86.0,-0.86
76.0,0.76
100.0,1.0
-60.0,-0.6
124.0,1.24
-198.0,-1.98
106.0,1.06
-16.0,-0.16
62.0,0.62
-98.0,-0.98
102.0,1.02
96.0,0.96
-228.0,-2.28
-102.0,-1.02
-10.0,-0.1
-2.0,-0.02
-50.0,-0.5
94.0,0.94
14.0,0.14
96.0,0.96
52.0,0.52
100.0,1.0
194.0,1.94
52.0,0.52
84.0,0.84
-44.0,-0.44
4.0,0.04
80.0,0.8
-158.0,-1.58
68.0,0.68
-176.0,-1.76
-6.0,-0.06
52.0,0.52
-64.0,-0.64
8.0,0.08
36.0,0.36
18.0,0.18
-148.0,-1.48
176.0,1.76
80.0,0.8
72.0,0.72
-24.0,-0.24
-22.0,-0.22
106.0,1.06
62.0,0.62
-88.0,-0.88
2.0,0.02
-2.0,-0.02
-22.0,-0.22
-6.0,-0.06
14.0,0.14
-28.0,-0.28
-16.0,-0.16
162.0,1.62
12.0,0.12
-16.0,-0.16
76.0,0.76
-78.0,-0.78
46.0,0.46
-28.0,-0.28
-16.0,-0.16
-206.0,-2.06
-100.0,-1.0
-202.0,-2.02
-106.0,-1.06
-46.0,-0.46
-58.0,-0.58
-76.0,-0.76
-24.0,-0.24
-114.0,-1.14
-82.0,-0.82
-114.0,-1.14
8.0,0.08
-38.0,-0.38
-46.0,-0.46
-138.0,-1.38
8.0,0.08
106.0,1.06
-164.0,-1.64
-132.0,-1.32
36.0,0.36
20.0,0.2
-68.0,-0.68
80.0,0.8
44.0,0.44
86.0,0.86
22.0,0.22
18.0,0.18
216.0,2.16
-14.0,-0.14
32.0,0.32
-8.0,-0.08
-98.0,-0.98
-128.0,-1.28
60.0,0.6
114.0,1.14
-114.0,-1.14
-106.0,-1.06
-80.0,-0.8
-106.0,-1.06
-118.0,-1.18
64.0,0.64
-40.0,-0.4
-18.0,-0.18
32.0,0.32
120.0,1.2
12.0,0.12
-152.0,-1.52
90.0,0.9
56.0,0.56
-16.0,-0.16
10.0,0.1
42.0,0.42
64.0,0.64
-22.0,-0.22
18.0,0.18
-18.0,-0.18
6.0,0.06
70.0,0.7
152.0,1.52
-32.0,-0.32
-52.0,-0.52
84.0,0.84
-32.0,-0.32
-4.0,-0.04
42.0,0.42
18.0,0.18
160.0,1.6
-126.0,-1.26
-144.0,-1.44
-92.0,-0.92
14.0,0.14
132.0,1.32
102.0,1.02
-56.0,-0.56
206.0,2.06
-50.0,-0.5
36.0,0.36
-56.0,-0.56
-90.0,-0.9
-16.0,-0.16
6.0,0.06
-166.0,-1.66
38.0,0.38
-24.0,-0.24
-70.0,-0.7
136.0,1.36
126.0,1.26
64.0,0.64
14.0,0.14
-198.0,-1.98
-198.0,-1.98
-12.0,-0.12
-28.0,-0.28
-54.0,-0.54
-50.0,-0.5
14.0,0.14
-48.0,-0.48
-6.0,-0.06
-110.0,-1.1
-178.0,-1.78
90.0,0.9
84.0,0.84
38.0,0.38
82.0,0.82
10.0,0.1
38.0,0.38
-38.0,-0.38
108.0,1.08
-184.0,-1.84
-70.0,-0.7
100.0,1.0
262.0,2.62
-66.0,-0.66
138.0,1.38
174.0,1.74
-144.0,-1.44
66.0,0.66
-30.0,-0.3
-46.0,-0.46
12.0,0.12
-2.0,-0.02
96.0,0.96
-30.0,-0.3
68.0,0.68
-150.0,-1.5
-84.0,-0.84
72.0,0.72
0.0,0.0
-8.0,-0.08
-2.0,-0.02
78.0,0.78
2.0,0.02
98.0,0.98
-100.0,-1.0
44.0,0.44
-16.0,-0.16
16.0,0.16
-174.0,-1.74
-74.0,-0.74
-108.0,-1.08
18.0,0.18
274.0,2.74
-64.0,-0.64
2.0,0.02
-72.0,-0.72
-8.0,-0.08
68.0,0.68
-130.0,-1.3
66.0,0.66
18.0,0.18
-16.0,-0.16
-254.0,-2.54
-162.0,-1.62
28.0,0.28
-50.0,-0.5
-118.0,-1.18
-60.0,-0.6
-118.0,-1.18
92.0,0.92
-88.0,-0.88
32.0,0.32
18.0,0.18
-16.0,-0.16
34.0,0.34
2.0,0.02
136.0,1.36
248.0,2.48
104.0,1.04
-262.0,-2.62
-58.0,-0.58
-190.0,-1.9
60.0,0.6
-122.0,-1.22
246.0,2.46
172.0,1.72
-36.0,-0.36
92.0,0.92
132.0,1.32
-26.0,-0.26
-6.0,-0.06
-66.0,-0.66
-6.0,-0.06
-154.0,-1.54
204.0,2.04
-96.0,-0.96
46.0,0.46
94.0,0.94
178.0,1.78
-74.0,-0.74
-28.0,-0.28
-26.0,-0.26
-152.0,-1.52
-76.0,-0.76
10.0,0.1
-122.0,-1.22
-104.0,-1.04
174.0,1.74
-40.0,-0.4
-56.0,-0.56
-40.0,-0.4
-4.0,-0.04
-80.0,-0.8
-24.0,-0.24
-46.0,-0.46
-54.0,-0.54
-156.0,-1.56
-124.0,-1.24
-28.0,-0.28
-110.0,-1.1
-26.0,-0.26
82.0,0.82
-260.0,-2.6
24.0,0.24
154.0,1.54
52.0,0.52
4.0,0.04
146.0,1.46
38.0,0.38
12.0,0.12
-30.0,-0.3
14.0,0.14
50.0,0.5
-10.0,-0.1
-110.0,-1.1
-232.0,-2.32
46.0,0.46
-136.0,-1.36
74.0,0.74
170.0,1.7
-16.0,-0.16
94.0,0.94
-254.0,-2.54
66.0,0.66
-10.0,-0.1
-82.0,-0.82
44.0,0.44
154.0,1.54
88.0,0.88
-72.0,-0.72
-28.0,-0.28
-152.0,-1.52
100.0,1.0
20.0,0.2
38.0,0.38
-114.0,-1.14
30.0,0.3
188.0,1.88
-52.0,-0.52
156.0,1.56
142.0,1.42
-26.0,-0.26
204.0,2.04
2.0,0.02
-28.0,-0.28
142.0,1.42
-74.0,-0.74
-50.0,-0.5
-122.0,-1.22
-134.0,-1.34
-68.0,-0.68
36.0,0.36
40.0,0.4
16.0,0.16
20.0,0.2
98.0,0.98
8.0,0.08
40.0,0.4
12.0,0.12
42.0,0.42
34.0,0.34
-282.0,-2.82
-56.0,-0.56
-20.0,-0.2
-20.0,-0.2
-80.0,-0.8
-118.0,-1.18
174.0,1.74
80.0,0.8
92.0,0.92
-52.0,-0.52
208.0,2.08
364.0,3.64
-142.0,-1.42
122.0,1.22
-112.0,-1.12
146.0,1.46
-304.0,-3.04
-30.0,-0.3
-42.0,-0.42
120.0,1.2
-58.0,-0.58
136.0,1.36
-60.0,-0.6
6.0,0.06
-90.0,-0.9
-134.0,-1.34
-26.0,-0.26
126.0,1.26
102.0,1.02
-60.0,-0.6
-70.0,-0.7
22.0,0.22
76.0,0.76
-12.0,-0.12
-64.0,-0.64
-22.0,-0.22
38.0,0.38
86.0,0.86
6.0,0.06
70.0,0.7
14.0,0.14
202.0,2.02
10.0,0.1
-96.0,-0.96
-20.0,-0.2
-196.0,-1.96
96.0,0.96
112.0,1.12
178.0,1.78
104.0,1.04
20.0,0.2
-58.0,-0.58
76.0,0.76
-144.0,-1.44
-2.0,-0.02
-22.0,-0.22
-110.0,-1.1
122.0,1.22
-68.0,-0.68
-70.0,-0.7
24.0,0.24
-184.0,-1.84
104.0,1.04
80.0,0.8
30.0,0.3
128.0,1.28
118.0,1.18
-14.0,-0.14
-36.0,-0.36
-22.0,-0.22
-44.0,-0.44
146.0,1.46
54.0,0.54
-80.0,-0.8
-82.0,-0.82
-122.0,-1.22
-30.0,-0.3
-144.0,-1.44
220.0,2.2
60.0,0.6
86.0,0.86
-8.0,-0.08
-46.0,-0.46
50.0,0.5
228.0,2.28
-178.0,-1.78
-112.0,-1.12
-90.0,-0.9
24.0,0.24
-118.0,-1.18
12.0,0.12
106.0,1.06
-16.0,-0.16
-142.0,-1.42
-24.0,-0.24
186.0,1.86
-32.0,-0.32
-54.0,-0.54
132.0,1.32
-112.0,-1.12
-8.0,-0.08
132.0,1.32
26.0,0.26
-64.0,-0.64
-56.0,-0.56
-14.0,-0.14
48.0,0.48
34.0,0.34
-54.0,-0.54
152.0,1.52
102.0,1.02
-50.0,-0.5
-62.0,-0.62
84.0,0.84
156.0,1.56
198.0,1.98
34.0,0.34
126.0,1.26
-56.0,-0.56
-118.0,-1.18
62.0,0.62
-38.0,-0.38
-40.0,-0.4
-38.0,-0.38
-40.0,-0.4
14.0,0.14
-80.0,-0.8
-52.0,-0.52
56.0,0.56
-56.0,-0.56
-40.0,-0.4
58.0,0.58
76.0,0.76
36.0,0.36
24.0,0.24
6.0,0.06
-190.0,-1.9
22.0,0.22
52.0,0.52
26.0,0.26
-46.0,-0.46
-112.0,-1.12
212.0,2.12
-86.0,-0.86
62.0,0.62
-42.0,-0.42
-32.0,-0.32
116.0,1.16
70.0,0.7
58.0,0.58
-54.0,-0.54
-38.0,-0.38
62.0,0.62
-30.0,-0.3
-178.0,-1.78
130.0,1.3
-52.0,-0.52
-96.0,-0.96
-34.0,-0.34
-92.0,-0.92
92.0,0.92
66.0,0.66
-96.0,-0.96
-18.0,-0.18
40.0,0.4
-78.0,-0.78
-184.0,-1.84
74.0,0.74
-40.0,-0.4
-132.0,-1.32
84.0,0.84
204.0,2.04
-42.0,-0.42
-10.0,-0.1
30.0,0.3
18.0,0.18
-72.0,-0.72
-10.0,-0.1
180.0,1.8
10.0,0.1
-236.0,-2.36
96.0,0.96
-34.0,-0.34
-42.0,-0.42
0.0,0.0
-10.0,-0.1
-30.0,-0.3
32.0,0.32
172.0,1.72
40.0,0.4
2.0,0.02
-114.0,-1.14
-54.0,-0.54
48.0,0.48
-202.0,-2.02
-12.0,-0.12
-96.0,-0.96
-40.0,-0.4
122.0,1.22
110.0,1.1
100.0,1.0
22.0,0.22
-8.0,-0.08
-122.0,-1.22
148.0,1.48
-102.0,-1.02
90.0,0.9
118.0,1.18
-110.0,-1.1
-114.0,-1.14
8.0,0.08
92.0,0.92
-94.0,-0.94
10.0,0.1
-120.0,-1.2
138.0,1.38
-28.0,-0.28
90.0,0.9
60.0,0.6
42.0,0.42
64.0,0.64
-52.0,-0.52
-12.0,-0.12
-54.0,-0.54
-66.0,-0.66
-86.0,-0.86
-28.0,-0.28
-146.0,-1.46
-22.0,-0.22
-68.0,-0.68
130.0,1.3
-64.0,-0.64
52.0,0.52
-226.0,-2.26
-158.0,-1.58
-182.0,-1.82
-20.0,-0.2
50.0,0.5
-10.0,-0.1
-2.0,-0.02
-16.0,-0.16
-44.0,-0.44
-162.0,-1.62
-156.0,-1.56
10.0,0.1
-10.0,-0.1
-62.0,-0.62
-62.0,-0.62
-30.0,-0.3
146.0,1.46
-82.0,-0.82
-172.0,-1.72
28.0,0.28
60.0,0.6
38.0,0.38
70.0,0.7
2.0,0.02
156.0,1.56
-118.0,-1.18
-92.0,-0.92
24.0,0.24
-16.0,-0.16
-76.0,-0.76
-20.0,-0.2
88.0,0.88
20.0,0.2
90.0,0.9
-28.0,-0.28
-24.0,-0.24
-94.0,-0.94
26.0,0.26
-98.0,-0.98
-14.0,-0.14
70.0,0.7
-50.0,-0.5
50.0,0.5
-22.0,-0.22
36.0,0.36
-152.0,-1.52
-26.0,-0.26
52.0,0.52
6.0,0.06
22.0,0.22
-52.0,-0.52
84.0,0.84
20.0,0.2
-80.0,-0.8
136.0,1.36
158.0,1.58
-60.0,-0.6
132.0,1.32
120.0,1.2
-100.0,-1.0
-234.0,-2.34
96.0,0.96
-116.0,-1.16
-48.0,-0.48
24.0,0.24
74.0,0.74
64.0,0.64
206.0,2.06
-26.0,-0.26
184.0,1.84
-108.0,-1.08
-126.0,-1.26
126.0,1.26
136.0,1.36
-26.0,-0.26
134.0,1.34
-112.0,-1.12
66.0,0.66
60.0,0.6
152.0,1.52
-32.0,-0.32
46.0,0.46
38.0,0.38
20.0,0.2
-118.0,-1.18
76.0,0.76
-70.0,-0.7
-18.0,-0.18
66.0,0.66
-22.0,-0.22
-128.0,-1.28
-132.0,-1.32
-66.0,-0.66
-84.0,-0.84
26.0,0.26
0.0,0.0
80.0,0.8
96.0,0.96
-134.0,-1.34
88.0,0.88
-30.0,-0.3
-226.0,-2.26
20.0,0.2
152.0,1.52
42.0,0.42
120.0,1.2
-88.0,-0.88
-44.0,-0.44
6.0,0.06
-68.0,-0.68
6.0,0.06
12.0,0.12
154.0,1.54
30.0,0.3
-70.0,-0.7
-52.0,-0.52
152.0,1.52
202.0,2.02
14.0,0.14
20.0,0.2
46.0,0.46
66.0,0.66
20.0,0.2
26.0,0.26
-126.0,-1.26
34.0,0.34
132.0,1.32
16.0,0.16
84.0,0.84
-64.0,-0.64
190.0,1.9
10.0,0.1
142.0,1.42
-136.0,-1.36
-10.0,-0.1
-110.0,-1.1
-158.0,-1.58
-148.0,-1.48
0.0,0.0
24.0,0.24
64.0,0.64
-52.0,-0.52
82.0,0.82
104.0,1.04
68.0,0.68
74.0,0.74
-12.0,-0.12
156.0,1.56
-52.0,-0.52
20.0,0.2
-84.0,-0.84
174.0,1.74
0.0,0.0
-66.0,-0.66
0.0,0.0
168.0,1.68
-88.0,-0.88
-98.0,-0.98
108.0,1.08
60.0,0.6
14.0,0.14
152.0,1.52
-112.0,-1.12
-146.0,-1.46
22.0,0.22
122.0,1.22
-150.0,-1.5
168.0,1.68
-150.0,-1.5
38.0,0.38
6.0,0.06
-10.0,-0.1
-12.0,-0.12
78.0,0.78
48.0,0.48
80.0,0.8
-36.0,-0.36
-4.0,-0.04
130.0,1.3
56.0,0.56
-116.0,-1.16
162.0,1.62
10.0,0.1
-50.0,-0.5
-96.0,-0.96
100.0,1.0
-54.0,-0.54
30.0,0.3
30.0,0.3
20.0,0.2
174.0,1.74
-176.0,-1.76
88.0,0.88
58.0,0.58
-18.0,-0.18
-22.0,-0.22
-18.0,-0.18
-64.0,-0.64
-82.0,-0.82
-82.0,-0.82
-166.0,-1.66
130.0,1.3
18.0,0.18
204.0,2.04
-38.0,-0.38
-10.0,-0.1
218.0,2.18
114.0,1.14
-14.0,-0.14
228.0,2.28
52.0,0.52
94.0,0.94
-96.0,-0.96
-50.0,-0.5
-102.0,-1.02
106.0,1.06
16.0,0.16
-124.0,-1.24
-34.0,-0.34
-40.0,-0.4
-196.0,-1.96
-32.0,-0.32
-42.0,-0.42
-200.0,-2.0
136.0,1.36
-8.0,-0.08
-68.0,-0.68
-134.0,-1.34
12.0,0.12
-10.0,-0.1
82.0,0.82
44.0,0.44
-82.0,-0.82
112.0,1.12
100.0,1.0
154.0,1.54
108.0,1.08
134.0,1.34
168.0,1.68
-14.0,-0.14
30.0,0.3
-112.0,-1.12
-112.0,-1.12
-120.0,-1.2
114.0,1.14
110.0,1.1
16.0,0.16
44.0,0.44
-110.0,-1.1
-54.0,-0.54
-120.0,-1.2
-8.0,-0.08
156.0,1.56
-72.0,-0.72
-44.0,-0.44
20.0,0.2
0.0,0.0
46.0,0.46
-144.0,-1.44
-48.0,-0.48
-128.0,-1.28
-30.0,-0.3
-32.0,-0.32
-34.0,-0.34
74.0,0.74
-66.0,-0.66
86.0,0.86
-26.0,-0.26
22.0,0.22
22.0,0.22
164.0,1.64
-46.0,-0.46
148.0,1.48
78.0,0.78
-132.0,-1.32
-92.0,-0.92
-62.0,-0.62
190.0,1.9
52.0,0.52
16.0,0.16
-36.0,-0.36
70.0,0.7
30.0,0.3
-154.0,-1.54
82.0,0.82
48.0,0.48
-56.0,-0.56
138.0,1.38
-26.0,-0.26
36.0,0.36
154.0,1.54
-68.0,-0.68
80.0,0.8
84.0,0.84
88.0,0.88
46.0,0.46
80.0,0.8
-118.0,-1.18
88.0,0.88
18.0,0.18
48.0,0.48
92.0,0.92
-36.0,-0.36
300.0,3.0
-104.0,-1.04
16.0,0.16
22.0,0.22
-54.0,-0.54
62.0,0.62
94.0,0.94
0.0,0.0
68.0,0.68
-282.0,-2.82
-6.0,-0.06
-170.0,-1.7
-16.0,-0.16
30.0,0.3
10.0,0.1
-196.0,-1.96
38.0,0.38
-46.0,-0.46
16.0,0.16
-34.0,-0.34
76.0,0.76
-90.0,-0.9
-8.0,-0.08
150.0,1.5
-16.0,-0.16
-84.0,-0.84
-42.0,-0.42
-138.0,-1.38
-154.0,-1.54
104.0,1.04
-74.0,-0.74
104.0,1.04
76.0,0.76
-82.0,-0.82
190.0,1.9
-16.0,-0.16
6.0,0.06
-12.0,-0.12
8.0,0.08
-54.0,-0.54
-28.0,-0.28
106.0,1.06
-126.0,-1.26
-94.0,-0.94
110.0,1.1
112.0,1.12
-30.0,-0.3
-176.0,-1.76
-50.0,-0.5
-50.0,-0.5
72.0,0.72
64.0,0.64
10.0,0.1
-26.0,-0.26
88.0,0.88
-46.0,-0.46
-28.0,-0.28
-58.0,-0.58
126.0,1.26
64.0,0.64
0.0,0.0
84.0,0.84
42.0,0.42
-30.0,-0.3
146.0,1.46
-8.0,-0.08
-138.0,-1.38
-110.0,-1.1
146.0,1.46
-160.0,-1.6
230.0,2.3
-268.0,-2.68
138.0,1.38
-16.0,-0.16
176.0,1.76
-66.0,-0.66
-174.0,-1.74
168.0,1.68
-100.0,-1.0
62.0,0.62
80.0,0.8
96.0,0.96
-102.0,-1.02
36.0,0.36
-58.0,-0.58
62.0,0.62
-60.0,-0.6
-242.0,-2.42
-48.0,-0.48
-54.0,-0.54
62.0,0.62
-64.0,-0.64
-56.0,-0.56
-8.0,-0.08
56.0,0.56
94.0,0.94
140.0,1.4
10.0,0.1
54.0,0.54
-64.0,-0.64
-18.0,-0.18
114.0,1.14
-38.0,-0.38
-96.0,-0.96
-124.0,-1.24
-102.0,-1.02
48.0,0.48
34.0,0.34
46.0,0.46
68.0,0.68
-8.0,-0.08
-24.0,-0.24
-46.0,-0.46
156.0,1.56
30.0,0.3
-122.0,-1.22
14.0,0.14
-110.0,-1.1
-70.0,-0.7
-216.0,-2.16
20.0,0.2
154.0,1.54
-76.0,-0.76
50.0,0.5
56.0,0.56
76.0,0.76
-200.0,-2.0
-56.0,-0.56
98.0,0.98
74.0,0.74
212.0,2.12
-250.0,-2.5
-88.0,-0.88
-20.0,-0.2
16.0,0.16
-98.0,-0.98
-158.0,-1.58
-52.0,-0.52
54.0,0.54
96.0,0.96
84.0,0.84
44.0,0.44
190.0,1.9
152.0,1.52
152.0,1.52
84.0,0.84
78.0,0.78
-156.0,-1.56
0.0,0.0
40.0,0.4
-66.0,-0.66
212.0,2.12
-26.0,-0.26
40.0,0.4
42.0,0.42
-158.0,-1.58
-120.0,-1.2
60.0,0.6
-118.0,-1.18
46.0,0.46
-104.0,-1.04
-22.0,-0.22
-178.0,-1.78
-56.0,-0.56
82.0,0.82
-98.0,-0.98
118.0,1.18
-194.0,-1.94
-4.0,-0.04
14.0,0.14
70.0,0.7
-72.0,-0.72
18.0,0.18
-10.0,-0.1
20.0,0.2
-62.0,-0.62
-28.0,-0.28
62.0,0.62
44.0,0.44
-152.0,-1.52
-44.0,-0.44
12.0,0.12
28.0,0.28
-142.0,-1.42
-70.0,-0.7
174.0,1.74
24.0,0.24
-62.0,-0.62
88.0,0.88
-36.0,-0.36
100.0,1.0
2.0,0.02
-278.0,-2.78
60.0,0.6
0.0,0.0
-38.0,-0.38
104.0,1.04
98.0,0.98
-146.0,-1.46
10.0,0.1
-38.0,-0.38
132.0,1.32
-28.0,-0.28
-92.0,-0.92
-140.0,-1.4
-40.0,-0.4
-104.0,-1.04
188.0,1.88
-34.0,-0.34
46.0,0.46
142.0,1.42
24.0,0.24
8.0,0.08
54.0,0.54
-32.0,-0.32
158.0,1.58
-172.0,-1.72
-112.0,-1.12
-118.0,-1.18
102.0,1.02
-76.0,-0.76
82.0,0.82
-12.0,-0.12
-10.0,-0.1
-70.0,-0.7
46.0,0.46
14.0,0.14
-30.0,-0.3
-98.0,-0.98
62.0,0.62
-70.0,-0.7
72.0,0.72
-112.0,-1.12
32.0,0.32
24.0,0.24
62.0,0.62
44.0,0.44
100.0,1.0
-178.0,-1.78
-134.0,-1.34
-52.0,-0.52
-4.0,-0.04
-116.0,-1.16
-26.0,-0.26
-78.0,-0.78
-40.0,-0.4
-44.0,-0.44
60.0,0.6
-26.0,-0.26
110.0,1.1
90.0,0.9
58.0,0.58
36.0,0.36
-26.0,-0.26
-28.0,-0.28
-108.0,-1.08
126.0,1.26
-30.0,-0.3
12.0,0.12
196.0,1.96
-140.0,-1.4
-6.0,-0.06
-102.0,-1.02
148.0,1.48
60.0,0.6
52.0,0.52
56.0,0.56
152.0,1.52
-82.0,-0.82
-154.0,-1.54
-222.0,-2.22
130.0,1.3
-56.0,-0.56
2.0,0.02
64.0,0.64
-32.0,-0.32
-190.0,-1.9
-102.0,-1.02
-78.0,-0.78
46.0,0.46
-66.0,-0.66
48.0,0.48
-54.0,-0.54
10.0,0.1
-76.0,-0.76
132.0,1.32
66.0,0.66
20.0,0.2
116.0,1.16
-140.0,-1.4
6.0,0.06
118.0,1.18
50.0,0.5
-92.0,-0.92
10.0,0.1
-46.0,-0.46
-186.0,-1.86
80.0,0.8
-90.0,-0.9
-36.0,-0.36
-42.0,-0.42
-62.0,-0.62
-58.0,-0.58
-2.0,-0.02
-122.0,-1.22
156.0,1.56
-50.0,-0.5
-76.0,-0.76
34.0,0.34
-58.0,-0.58
-36.0,-0.36
-196.0,-1.96
12.0,0.12
138.0,1.38
12.0,0.12
20.0,0.2
-6.0,-0.06
66.0,0.66
32.0,0.32
134.0,1.34
108.0,1.08
24.0,0.24
-76.0,-0.76
-16.0,-0.16
-40.0,-0.4
-74.0,-0.74
18.0,0.18
0.0,0.0
10.0,0.1
-84.0,-0.84
4.0,0.04
4.0,0.04
-80.0,-0.8
-76.0,-0.76
-120.0,-1.2
16.0,0.16
-96.0,-0.96
-66.0,-0.66
90.0,0.9
-18.0,-0.18
32.0,0.32
-198.0,-1.98
146.0,1.46
-56.0,-0.56
-88.0,-0.88
-82.0,-0.82
-164.0,-1.64
108.0,1.08
-64.0,-0.64
-90.0,-0.9
130.0,1.3
24.0,0.24
-176.0,-1.76
138.0,1.38
-42.0,-0.42
-100.0,-1.0
-104.0,-1.04
-16.0,-0.16
30.0,0.3
-100.0,-1.0
94.0,0.94
-150.0,-1.5
8.0,0.08
-138.0,-1.38
-216.0,-2.16
244.0,2.44
-32.0,-0.32
-186.0,-1.86
-228.0,-2.28
144.0,1.44
-10.0,-0.1
-68.0,-0.68
184.0,1.84
30.0,0.3
78.0,0.78
36.0,0.36
-170.0,-1.7
-98.0,-0.98
244.0,2.44
66.0,0.66
70.0,0.7
4.0,0.04
66.0,0.66
10.0,0.1
-66.0,-0.66
190.0,1.9
-34.0,-0.34
-6.0,-0.06
-88.0,-0.88
54.0,0.54
-26.0,-0.26
-152.0,-1.52
38.0,0.38
-38.0,-0.38
98.0,0.98
-16.0,-0.16
-174.0,-1.74
46.0,0.46
100.0,1.0
-82.0,-0.82
-50.0,-0.5
-12.0,-0.12
-122.0,-1.22
80.0,0.8
-18.0,-0.18
-166.0,-1.66
-2.0,-0.02
-222.0,-2.22
44.0,0.44
-30.0,-0.3
30.0,0.3
62.0,0.62
50.0,0.5
20.0,0.2
38.0,0.38
-208.0,-2.08
38.0,0.38
-64.0,-0.64
28.0,0.28
-232.0,-2.32
-112.0,-1.12
-38.0,-0.38
-86.0,-0.86
54.0,0.54
-4.0,-0.04
38.0,0.38
-2.0,-0.02
226.0,2.26
-106.0,-1.06
84.0,0.84
214.0,2.14
-26.0,-0.26
96.0,0.96
-46.0,-0.46
-158.0,-1.58
-54.0,-0.54
90.0,0.9
-52.0,-0.52
6.0,0.06
62.0,0.62
-166.0,-1.66
130.0,1.3
40.0,0.4
140.0,1.4
54.0,0.54
68.0,0.68
-128.0,-1.28
-132.0,-1.32
154.0,1.54
-68.0,-0.68
-66.0,-0.66
-8.0,-0.08
24.0,0.24
-18.0,-0.18
-14.0,-0.14
-54.0,-0.54
-146.0,-1.46
120.0,1.2
164.0,1.64
76.0,0.76
90.0,0.9
-168.0,-1.68
16.0,0.16
4.0,0.04
102.0,1.02
-28.0,-0.28
-122.0,-1.22
138.0,1.38
46.0,0.46
-20.0,-0.2
-84.0,-0.84
30.0,0.3
-152.0,-1.52
28.0,0.28
80.0,0.8
118.0,1.18
90.0,0.9
286.0,2.86
-36.0,-0.36
58.0,0.58
26.0,0.26
26.0,0.26
6.0,0.06
126.0,1.26
-124.0,-1.24
130.0,1.3
-46.0,-0.46
90.0,0.9
132.0,1.32
6.0,0.06
32.0,0.32
114.0,1.14
-26.0,-0.26
-74.0,-0.74
72.0,0.72
2.0,0.02
232.0,2.32
-32.0,-0.32
86.0,0.86
-116.0,-1.16
-32.0,-0.32
24.0,0.24
-42.0,-0.42
34.0,0.34
-28.0,-0.28
-26.0,-0.26
150.0,1.5
168.0,1.68
146.0,1.46
76.0,0.76
36.0,0.36
34.0,0.34
-116.0,-1.16
-36.0,-0.36
78.0,0.78
-148.0,-1.48
-44.0,-0.44
96.0,0.96
-10.0,-0.1
76.0,0.76
198.0,1.98
184.0,1.84
22.0,0.22
-132.0,-1.32
52.0,0.52
56.0,0.56
-6.0,-0.06
-30.0,-0.3
4.0,0.04
-92.0,-0.92
-40.0,-0.4
-62.0,-0.62
-84.0,-0.84
-20.0,-0.2
60.0,0.6
12.0,0.12
52.0,0.52
-116.0,-1.16
-50.0,-0.5
-110.0,-1.1
-162.0,-1.62
-130.0,-1.3
36.0,0.36
112.0,1.12
-54.0,-0.54
90.0,0.9
-18.0,-0.18
-106.0,-1.06
110.0,1.1
-10.0,-0.1
108.0,1.08
182.0,1.82
-18.0,-0.18
74.0,0.74
-34.0,-0.34
-122.0,-1.22
-22.0,-0.22
-122.0,-1.22
256.0,2.56
-52.0,-0.52
-48.0,-0.48
-8.0,-0.08
30.0,0.3
72.0,0.72
76.0,0.76
-90.0,-0.9
32.0,0.32
104.0,1.04
90.0,0.9
92.0,0.92
-136.0,-1.36
26.0,0.26
-106.0,-1.06
-96.0,-0.96
-140.0,-1.4
180.0,1.8
-10.0,-0.1
220.0,2.2
-138.0,-1.38
4.0,0.04
-46.0,-0.46
40.0,0.4
-40.0,-0.4
74.0,0.74
-114.0,-1.14
58.0,0.58
164.0,1.64
-90.0,-0.9
44.0,0.44
-2.0,-0.02
82.0,0.82
74.0,0.74
148.0,1.48
-222.0,-2.22
40.0,0.4
-4.0,-0.04
-66.0,-0.66
56.0,0.56
76.0,0.76
-40.0,-0.4
86.0,0.86
22.0,0.22
152.0,1.52
-34.0,-0.34
-52.0,-0.52
-16.0,-0.16
