tempo,caminhada_1,caminhada_2,caminhada_3,caminhada_4,caminhada_5,caminhada_6,caminhada_7,caminhada_8,caminhada_9,caminhada_10
4107,-35.0,-81.0,-31.0,35.0,69.0,-47.0,5.0,19.0,49.0,9.0
4108,-36.0,-80.0,-32.0,36.0,68.0,-46.0,4.0,20.0,48.0,10.0
4109,-35.0,-81.0,-31.0,37.0,67.0,-45.0,5.0,19.0,49.0,9.0
4110,-34.0,-80.0,-32.0,36.0,68.0,-44.0,6.0,18.0,48.0,10.0
4111,-33.0,-81.0,-33.0,37.0,69.0,-45.0,7.0,19.0,47.0,9.0
4112,-32.0,-82.0,-34.0,38.0,70.0,-46.0,6.0,20.0,46.0,8.0
4113,-33.0,-81.0,-35.0,39.0,69.0,-45.0,5.0,21.0,45.0,9.0
4114,-34.0,-82.0,-34.0,40.0,70.0,-46.0,4.0,22.0,46.0,10.0
4115,-33.0,-81.0,-33.0,41.0,71.0,-47.0,3.0,21.0,45.0,9.0
4116,-34.0,-80.0,-32.0,40.0,72.0,-46.0,2.0,20.0,46.0,8.0
4117,-35.0,-79.0,-33.0,41.0,71.0,-45.0,1.0,21.0,47.0,7.0
4118,-34.0,-78.0,-32.0,42.0,72.0,-46.0,0.0,20.0,46.0,6.0
4119,-33.0,-77.0,-33.0,41.0,73.0,-45.0,1.0,19.0,45.0,7.0
4120,-34.0,-78.0,-34.0,40.0,72.0,-46.0,0.0,18.0,44.0,6.0
4121,-33.0,-77.0,-35.0,39.0,73.0,-45.0,1.0,17.0,43.0,7.0
4122,-34.0,-76.0,-34.0,38.0,72.0,-44.0,2.0,16.0,42.0,8.0
4123,-35.0,-77.0,-35.0,37.0,71.0,-43.0,3.0,17.0,43.0,9.0
4124,-34.0,-76.0,-36.0,36.0,72.0,-42.0,2.0,16.0,44.0,10.0
4125,-33.0,-77.0,-35.0,35.0,73.0,-43.0,3.0,17.0,43.0,11.0
4126,-34.0,-76.0,-34.0,34.0,72.0,-42.0,4.0,16.0,42.0,12.0
4127,-35.0,-77.0,-35.0,35.0,73.0,-41.0,3.0,15.0,41.0,11.0
4128,-36.0,-78.0,-36.0,34.0,72.0,-42.0,2.0,14.0,40.0,10.0
4129,-35.0,-77.0,-35.0,35.0,73.0,-41.0,3.0,15.0,41.0,9.0
4130,-34.0,-78.0,-34.0,36.0,72.0,-40.0,2.0,14.0,42.0,8.0
4131,-35.0,-77.0,-35.0,35.0,73.0,-41.0,3.0,15.0,41.0,9.0
4132,-34.0,-78.0,-34.0,34.0,74.0,-42.0,4.0,14.0,42.0,8.0
4133,-35.0,-77.0,-35.0,33.0,75.0,-43.0,3.0,15.0,41.0,7.0
4134,-36.0,-76.0,-36.0,34.0,74.0,-42.0,4.0,14.0,42.0,6.0
4135,-35.0,-75.0,-35.0,35.0,75.0,-43.0,3.0,13.0,41.0,5.0
4136,-34.0,-74.0,-36.0,34.0,74.0,-42.0,4.0,12.0,40.0,4.0
4137,-33.0,-73.0,-35.0,35.0,75.0,-41.0,5.0,11.0,39.0,3.0
4138,-34.0,-72.0,-34.0,34.0,74.0,-40.0,6.0,10.0,38.0,4.0
4139,-35.0,-73.0,-35.0,33.0,73.0,-41.0,5.0,9.0,39.0,5.0
4140,-36.0,-72.0,-36.0,34.0,72.0,-40.0,4.0,10.0,38.0,4.0
4141,-37.0,-73.0,-37.0,35.0,73.0,-39.0,3.0,9.0,37.0,5.0
4142,-36.0,-72.0,-36.0,36.0,74.0,-38.0,4.0,10.0,38.0,6.0
4143,-37.0,-71.0,-35.0,35.0,75.0,-37.0,3.0,11.0,39.0,5.0
4144,-38.0,-72.0,-34.0,36.0,74.0,-38.0,4.0,12.0,38.0,4.0
4145,-37.0,-73.0,-33.0,35.0,75.0,-37.0,3.0,13.0,37.0,5.0
4146,-36.0,-72.0,-32.0,36.0,74.0,-38.0,2.0,12.0,36.0,6.0
4147,-37.0,-71.0,-33.0,37.0,73.0,-37.0,1.0,13.0,35.0,7.0
4148,-38.0,-72.0,-34.0,36.0,74.0,-36.0,2.0,14.0,34.0,6.0
4149,-39.0,-73.0,-35.0,35.0,73.0,-37.0,1.0,13.0,33.0,5.0
4150,-38.0,-74.0,-34.0,34.0,74.0,-38.0,0.0,14.0,32.0,6.0
4151,-39.0,-75.0,-35.0,33.0,73.0,-39.0,-1.0,15.0,33.0,7.0
4152,-40.0,-74.0,-36.0,32.0,74.0,-40.0,0.0,16.0,32.0,8.0
4153,-39.0,-75.0,-37.0,33.0,75.0,-41.0,-1.0,17.0,33.0,7.0
4154,-40.0,-74.0,-38.0,34.0,74.0,-40.0,-2.0,18.0,32.0,8.0
4155,-39.0,-75.0,-37.0,33.0,75.0,-41.0,-1.0,19.0,31.0,9.0
4156,-40.0,-74.0,-36.0,32.0,76.0,-40.0,-2.0,20.0,32.0,8.0
4157,-39.0,-73.0,-35.0,33.0,75.0,-41.0,-3.0,19.0,31.0,9.0
4158,-40.0,-72.0,-36.0,34.0,74.0,-40.0,-4.0,18.0,32.0,8.0
4159,-41.0,-73.0,-35.0,35.0,73.0,-41.0,-5.0,19.0,33.0,7.0
4160,-42.0,-74.0,-36.0,34.0,72.0,-42.0,-6.0,18.0,32.0,6.0
4161,-43.0,-75.0,-37.0,33.0,73.0,-41.0,-5.0,19.0,33.0,5.0
4162,-42.0,-74.0,-36.0,34.0,74.0,-42.0,-6.0,18.0,32.0,4.0
4163,-41.0,-73.0,-35.0,35.0,75.0,-41.0,-5.0,19.0,33.0,5.0
4164,-42.0,-74.0,-36.0,36.0,76.0,-40.0,-6.0,18.0,32.0,6.0
4165,-43.0,-75.0,-35.0,37.0,77.0,-41.0,-7.0,19.0,33.0,7.0
4166,-42.0,-76.0,-34.0,36.0,78.0,-42.0,-6.0,18.0,34.0,6.0
4167,-43.0,-75.0,-35.0,37.0,77.0,-41.0,-7.0,19.0,33.0,7.0
4168,-44.0,-74.0,-36.0,38.0,76.0,-40.0,-8.0,20.0,32.0,8.0
4169,-43.0,-75.0,-35.0,37.0,77.0,-41.0,-7.0,19.0,33.0,7.0
4170,-44.0,-76.0,-36.0,36.0,78.0,-40.0,-6.0,20.0,34.0,6.0
4171,-43.0,-77.0,-35.0,35.0,79.0,-41.0,-5.0,21.0,33.0,7.0
4172,-44.0,-76.0,-36.0,36.0,78.0,-40.0,-6.0,22.0,32.0,8.0
4173,-43.0,-77.0,-35.0,37.0,77.0,-39.0,-7.0,21.0,33.0,7.0
4174,-42.0,-78.0,-34.0,36.0,78.0,-40.0,-6.0,20.0,34.0,6.0
4175,-43.0,-79.0,-33.0,37.0,77.0,-41.0,-7.0,21.0,35.0,5.0
4176,-42.0,-80.0,-32.0,36.0,76.0,-40.0,-8.0,22.0,36.0,4.0
4177,-41.0,-81.0,-31.0,35.0,77.0,-39.0,-9.0,23.0,35.0,5.0
4178,-42.0,-80.0,-32.0,36.0,76.0,-40.0,-8.0,22.0,36.0,4.0
4179,-41.0,-81.0,-31.0,35.0,77.0,-41.0,-7.0,21.0,37.0,3.0
4180,-42.0,-82.0,-32.0,34.0,76.0,-42.0,-8.0,22.0,38.0,4.0
4181,-43.0,-83.0,-31.0,35.0,77.0,-43.0,-9.0,23.0,39.0,5.0
4182,-42.0,-84.0,-32.0,36.0,76.0,-44.0,-8.0,22.0,38.0,6.0
4183,-41.0,-85.0,-31.0,35.0,75.0,-43.0,-9.0,23.0,39.0,5.0
4184,-40.0,-84.0,-30.0,36.0,76.0,-42.0,-8.0,24.0,40.0,6.0
4185,-41.0,-83.0,-31.0,37.0,77.0,-43.0,-7.0,23.0,41.0,7.0
4186,-42.0,-82.0,-32.0,36.0,78.0,-44.0,-6.0,24.0,40.0,8.0
4187,-41.0,-81.0,-33.0,35.0,79.0,-43.0,-7.0,23.0,41.0,9.0
4188,-42.0,-80.0,-34.0,34.0,80.0,-44.0,-8.0,24.0,40.0,8.0
4189,-41.0,-79.0,-33.0,35.0,81.0,-43.0,-7.0,25.0,41.0,9.0
4190,-40.0,-78.0,-34.0,34.0,82.0,-42.0,-8.0,24.0,42.0,10.0
4191,-41.0,-77.0,-35.0,33.0,83.0,-43.0,-7.0,25.0,41.0,11.0
4192,-40.0,-76.0,-36.0,32.0,82.0,-42.0,-6.0,26.0,40.0,10.0
4193,-39.0,-75.0,-37.0,31.0,83.0,-41.0,-7.0,25.0,41.0,11.0
4194,-40.0,-74.0,-38.0,32.0,82.0,-40.0,-6.0,24.0,42.0,10.0
4195,-39.0,-73.0,-39.0,31.0,83.0,-39.0,-7.0,23.0,41.0,11.0
4196,-38.0,-72.0,-38.0,32.0,84.0,-38.0,-6.0,24.0,42.0,12.0
4197,-39.0,-73.0,-39.0,31.0,83.0,-39.0,-7.0,23.0,43.0,13.0
4198,-38.0,-72.0,-38.0,32.0,84.0,-38.0,-6.0,24.0,44.0,14.0
4199,-37.0,-71.0,-37.0,31.0,83.0,-39.0,-7.0,25.0,45.0,15.0
4200,-36.0,-70.0,-38.0,30.0,82.0,-38.0,-6.0,26.0,44.0,14.0
4201,-35.0,-71.0,-39.0,31.0,83.0,-39.0,-7.0,27.0,45.0,13.0
4202,-36.0,-72.0,-38.0,32.0,82.0,-40.0,-6.0,28.0,44.0,12.0
4203,-35.0,-71.0,-37.0,33.0,83.0,-39.0,-5.0,29.0,43.0,11.0
4204,-36.0,-70.0,-38.0,32.0,84.0,-40.0,-6.0,30.0,42.0,10.0
4205,-35.0,-71.0,-39.0,33.0,83.0,-41.0,-5.0,31.0,41.0,11.0
4206,-36.0,-70.0,-38.0,32.0,82.0,-40.0,-6.0,30.0,42.0,12.0
4207,-37.0,-71.0,-39.0,33.0,83.0,-39.0,-7.0,29.0,41.0,13.0
4208,-38.0,-72.0,-38.0,34.0,82.0,-40.0,-6.0,30.0,40.0,12.0
4209,-37.0,-71.0,-37.0,35.0,83.0,-39.0,-5.0,31.0,41.0,13.0
4210,-38.0,-70.0,-38.0,36.0,82.0,-40.0,-4.0,30.0,42.0,12.0
4211,-39.0,-69.0,-39.0,37.0,81.0,-39.0,-5.0,31.0,41.0,13.0
4212,-38.0,-70.0,-40.0,38.0,82.0,-40.0,-6.0,32.0,42.0,12.0
4213,-39.0,-71.0,-41.0,37.0,83.0,-39.0,-5.0,33.0,43.0,11.0
4214,-40.0,-72.0,-40.0,38.0,84.0,-40.0,-6.0,32.0,44.0,12.0
4215,-41.0,-73.0,-41.0,37.0,85.0,-39.0,-5.0,33.0,43.0,11.0
4216,-40.0,-74.0,-40.0,36.0,84.0,-38.0,-6.0,34.0,42.0,10.0
4217,-41.0,-75.0,-41.0,35.0,83.0,-39.0,-7.0,33.0,41.0,11.0
4218,-42.0,-76.0,-40.0,36.0,84.0,-40.0,-8.0,32.0,42.0,12.0
4219,-43.0,-77.0,-39.0,37.0,83.0,-41.0,-7.0,33.0,41.0,11.0
4220,-44.0,-76.0,-38.0,36.0,82.0,-40.0,-6.0,32.0,40.0,12.0
4221,-43.0,-75.0,-37.0,37.0,83.0,-39.0,-5.0,33.0,41.0,13.0
4222,-44.0,-74.0,-36.0,36.0,84.0,-38.0,-6.0,34.0,42.0,12.0
4223,-45.0,-75.0,-37.0,37.0,85.0,-37.0,-7.0,33.0,41.0,13.0
4224,-44.0,-74.0,-38.0,36.0,86.0,-36.0,-6.0,32.0,40.0,14.0
4225,-45.0,-75.0,-39.0,37.0,87.0,-35.0,-7.0,31.0,39.0,15.0
4226,-46.0,-76.0,-38.0,38.0,88.0,-36.0,-8.0,30.0,40.0,16.0
4227,-45.0,-75.0,-39.0,37.0,87.0,-35.0,-7.0,31.0,39.0,15.0
4228,-46.0,-76.0,-40.0,36.0,86.0,-36.0,-8.0,30.0,40.0,16.0
4229,-45.0,-77.0,-39.0,37.0,85.0,-35.0,-9.0,29.0,41.0,15.0
4230,-44.0,-76.0,-38.0,38.0,86.0,-34.0,-8.0,30.0,42.0,16.0
4231,-45.0,-77.0,-39.0,37.0,85.0,-35.0,-9.0,29.0,41.0,15.0
4232,-46.0,-76.0,-40.0,36.0,86.0,-36.0,-8.0,30.0,40.0,16.0
4233,-47.0,-77.0,-41.0,35.0,85.0,-35.0,-7.0,31.0,41.0,17.0
4234,-48.0,-76.0,-42.0,34.0,86.0,-36.0,-8.0,32.0,40.0,18.0
4235,-49.0,-77.0,-43.0,35.0,87.0,-35.0,-9.0,31.0,39.0,19.0
4236,-48.0,-78.0,-44.0,36.0,88.0,-36.0,-8.0,32.0,38.0,18.0
4237,-47.0,-77.0,-43.0,37.0,89.0,-35.0,-7.0,33.0,39.0,19.0
4238,-46.0,-76.0,-44.0,36.0,90.0,-34.0,-6.0,32.0,38.0,20.0
4239,-45.0,-75.0,-45.0,35.0,89.0,-33.0,-5.0,33.0,37.0,19.0
4240,-44.0,-74.0,-44.0,34.0,88.0,-34.0,-4.0,34.0,38.0,20.0
4241,-45.0,-75.0,-45.0,33.0,87.0,-35.0,-5.0,33.0,37.0,21.0
4242,-44.0,-76.0,-44.0,32.0,88.0,-36.0,-4.0,32.0,38.0,20.0
4243,-45.0,-75.0,-45.0,33.0,87.0,-35.0,-5.0,31.0,39.0,19.0
4244,-46.0,-76.0,-46.0,32.0,88.0,-34.0,-4.0,32.0,40.0,18.0
4245,-45.0,-75.0,-45.0,31.0,87.0,-35.0,-5.0,33.0,41.0,19.0
4246,-44.0,-76.0,-44.0,30.0,86.0,-34.0,-6.0,34.0,42.0,18.0
4247,-43.0,-77.0,-45.0,31.0,85.0,-35.0,-5.0,33.0,41.0,19.0
4248,-44.0,-78.0,-46.0,30.0,84.0,-36.0,-4.0,34.0,42.0,20.0
4249,-43.0,-77.0,-45.0,29.0,83.0,-37.0,-5.0,35.0,43.0,21.0
4250,-44.0,-78.0,-44.0,30.0,82.0,-38.0,-4.0,36.0,42.0,20.0
4251,-43.0,-79.0,-43.0,31.0,81.0,-37.0,-5.0,35.0,43.0,19.0
4252,-44.0,-80.0,-44.0,30.0,80.0,-38.0,-6.0,34.0,42.0,18.0
4253,-45.0,-79.0,-45.0,31.0,81.0,-39.0,-5.0,33.0,41.0,19.0
4254,-44.0,-80.0,-46.0,32.0,82.0,-40.0,-6.0,34.0,42.0,18.0
4255,-45.0,-81.0,-47.0,31.0,83.0,-39.0,-5.0,35.0,43.0,17.0
4256,-46.0,-80.0,-48.0,32.0,82.0,-38.0,-6.0,36.0,42.0,18.0
4257,-45.0,-81.0,-47.0,31.0,83.0,-39.0,-5.0,37.0,41.0,19.0
4258,-46.0,-82.0,-48.0,30.0,84.0,-38.0,-4.0,38.0,40.0,18.0
4259,-45.0,-81.0,-47.0,31.0,85.0,-37.0,-3.0,39.0,41.0,19.0
4260,-46.0,-82.0,-48.0,30.0,84.0,-36.0,-2.0,40.0,42.0,20.0
4261,-45.0,-83.0,-47.0,31.0,83.0,-35.0,-3.0,39.0,43.0,19.0
4262,-46.0,-84.0,-48.0,32.0,84.0,-34.0,-2.0,38.0,42.0,18.0
4263,-47.0,-85.0,-49.0,31.0,83.0,-35.0,-3.0,37.0,41.0,17.0
4264,-48.0,-84.0,-50.0,32.0,82.0,-36.0,-2.0,36.0,42.0,16.0
4265,-49.0,-85.0,-51.0,33.0,83.0,-35.0,-1.0,35.0,41.0,15.0
4266,-50.0,-86.0,-52.0,32.0,82.0,-34.0,0.0,36.0,42.0,16.0
4267,-51.0,-85.0,-53.0,33.0,83.0,-35.0,1.0,35.0,41.0,17.0
4268,-50.0,-84.0,-52.0,34.0,84.0,-36.0,0.0,34.0,40.0,16.0
4269,-51.0,-85.0,-53.0,33.0,83.0,-37.0,-1.0,33.0,39.0,15.0
4270,-52.0,-86.0,-52.0,34.0,84.0,-38.0,-2.0,32.0,40.0,16.0
4271,-51.0,-85.0,-51.0,35.0,85.0,-37.0,-1.0,33.0,41.0,15.0
4272,-52.0,-86.0,-52.0,34.0,86.0,-36.0,0.0,34.0,42.0,14.0
4273,-53.0,-87.0,-51.0,35.0,85.0,-37.0,1.0,35.0,41.0,13.0
4274,-52.0,-88.0,-50.0,34.0,86.0,-38.0,0.0,36.0,40.0,14.0
4275,-51.0,-89.0,-49.0,33.0,85.0,-37.0,-1.0,37.0,39.0,13.0
4276,-50.0,-88.0,-48.0,34.0,86.0,-38.0,-2.0,36.0,38.0,12.0
4277,-51.0,-87.0,-49.0,33.0,87.0,-39.0,-3.0,37.0,37.0,11.0
4278,-50.0,-86.0,-48.0,32.0,86.0,-40.0,-4.0,38.0,38.0,12.0
4279,-49.0,-87.0,-47.0,31.0,87.0,-39.0,-5.0,39.0,37.0,13.0
4280,-50.0,-88.0,-48.0,30.0,86.0,-40.0,-6.0,38.0,38.0,14.0
4281,-51.0,-87.0,-47.0,29.0,85.0,-39.0,-5.0,37.0,37.0,15.0
4282,-50.0,-88.0,-48.0,30.0,86.0,-40.0,-6.0,38.0,38.0,14.0
4283,-49.0,-87.0,-49.0,29.0,87.0,-39.0,-7.0,37.0,39.0,15.0
4284,-48.0,-86.0,-50.0,28.0,88.0,-38.0,-6.0,36.0,38.0,16.0
4285,-47.0,-85.0,-49.0,29.0,89.0,-39.0,-7.0,35.0,37.0,15.0
4286,-48.0,-86.0,-48.0,30.0,88.0,-40.0,-8.0,36.0,38.0,14.0
4287,-49.0,-87.0,-47.0,31.0,89.0,-41.0,-9.0,37.0,39.0,15.0
4288,-48.0,-86.0,-48.0,30.0,88.0,-40.0,-8.0,38.0,38.0,14.0
4289,-47.0,-85.0,-47.0,29.0,87.0,-41.0,-7.0,39.0,39.0,13.0
4290,-46.0,-86.0,-48.0,30.0,88.0,-42.0,-8.0,40.0,40.0,12.0
4291,-47.0,-85.0,-49.0,31.0,87.0,-41.0,-9.0,41.0,39.0,13.0
4292,-46.0,-84.0,-50.0,30.0,88.0,-40.0,-10.0,40.0,40.0,14.0
4293,-45.0,-85.0,-49.0,29.0,89.0,-39.0,-11.0,41.0,39.0,15.0
4294,-46.0,-84.0,-48.0,28.0,90.0,-38.0,-12.0,40.0,40.0,14.0
4295,-45.0,-83.0,-47.0,29.0,91.0,-37.0,-11.0,41.0,41.0,15.0
4296,-44.0,-84.0,-46.0,30.0,90.0,-36.0,-10.0,40.0,42.0,14.0
4297,-43.0,-85.0,-45.0,29.0,91.0,-37.0,-9.0,39.0,43.0,13.0
4298,-42.0,-84.0,-46.0,28.0,92.0,-36.0,-8.0,38.0,42.0,14.0
4299,-41.0,-83.0,-45.0,29.0,93.0,-37.0,-9.0,37.0,41.0,13.0
4300,-42.0,-84.0,-46.0,30.0,94.0,-36.0,-8.0,36.0,40.0,12.0
4301,-43.0,-85.0,-47.0,29.0,93.0,-37.0,-9.0,35.0,39.0,11.0
4302,-44.0,-84.0,-48.0,30.0,94.0,-38.0,-8.0,34.0,40.0,12.0
4303,-43.0,-85.0,-47.0,29.0,95.0,-39.0,-7.0,33.0,41.0,11.0
4304,-44.0,-84.0,-46.0,28.0,96.0,-38.0,-8.0,34.0,42.0,10.0
4305,-43.0,-85.0,-45.0,27.0,97.0,-39.0,-7.0,33.0,43.0,9.0
4306,-44.0,-86.0,-46.0,26.0,98.0,-38.0,-6.0,34.0,42.0,8.0
4307,-45.0,-87.0,-45.0,27.0,97.0,-39.0,-5.0,35.0,41.0,7.0
4308,-44.0,-86.0,-44.0,28.0,98.0,-38.0,-4.0,36.0,42.0,8.0
4309,-45.0,-85.0,-45.0,29.0,97.0,-39.0,-3.0,35.0,43.0,7.0
4310,-44.0,-84.0,-46.0,28.0,98.0,-38.0,-4.0,34.0,44.0,8.0
4311,-43.0,-83.0,-45.0,27.0,97.0,-39.0,-5.0,35.0,45.0,9.0
4312,-44.0,-82.0,-46.0,28.0,96.0,-38.0,-6.0,36.0,44.0,10.0
4313,-43.0,-83.0,-45.0,27.0,97.0,-39.0,-5.0,35.0,45.0,9.0
4314,-42.0,-84.0,-44.0,26.0,98.0,-40.0,-4.0,34.0,46.0,10.0
4315,-43.0,-83.0,-43.0,25.0,99.0,-39.0,-5.0,33.0,47.0,9.0
4316,-42.0,-82.0,-42.0,24.0,98.0,-40.0,-4.0,34.0,48.0,8.0
4317,-43.0,-83.0,-41.0,25.0,97.0,-41.0,-3.0,35.0,47.0,7.0
4318,-42.0,-84.0,-40.0,24.0,98.0,-42.0,-2.0,34.0,48.0,6.0
4319,-43.0,-83.0,-41.0,23.0,99.0,-43.0,-3.0,35.0,47.0,5.0
4320,-44.0,-84.0,-40.0,24.0,98.0,-44.0,-2.0,36.0,46.0,4.0
4321,-45.0,-85.0,-41.0,23.0,97.0,-45.0,-3.0,37.0,47.0,5.0
4322,-44.0,-84.0,-42.0,22.0,98.0,-44.0,-4.0,36.0,48.0,6.0
4323,-43.0,-83.0,-41.0,23.0,99.0,-43.0,-5.0,35.0,47.0,5.0
4324,-42.0,-82.0,-42.0,22.0,98.0,-42.0,-4.0,36.0,46.0,4.0
4325,-41.0,-83.0,-43.0,23.0,99.0,-43.0,-5.0,37.0,47.0,3.0
4326,-42.0,-84.0,-42.0,24.0,98.0,-44.0,-4.0,38.0,46.0,2.0
4327,-43.0,-83.0,-43.0,25.0,97.0,-45.0,-3.0,37.0,47.0,1.0
4328,-42.0,-84.0,-42.0,26.0,96.0,-44.0,-4.0,36.0,48.0,0.0
4329,-43.0,-83.0,-43.0,27.0,95.0,-43.0,-5.0,37.0,47.0,1.0
4330,-44.0,-84.0,-42.0,28.0,94.0,-44.0,-4.0,38.0,46.0,0.0
4331,-45.0,-85.0,-43.0,29.0,95.0,-43.0,-5.0,37.0,45.0,1.0
4332,-44.0,-86.0,-42.0,28.0,94.0,-42.0,-6.0,38.0,46.0,0.0
4333,-45.0,-85.0,-43.0,27.0,95.0,-43.0,-5.0,39.0,45.0,1.0
4334,-44.0,-86.0,-44.0,28.0,94.0,-44.0,-4.0,38.0,44.0,2.0
4335,-45.0,-85.0,-45.0,29.0,93.0,-43.0,-5.0,39.0,43.0,1.0
4336,-44.0,-86.0,-46.0,30.0,92.0,-44.0,-4.0,38.0,42.0,2.0
4337,-45.0,-87.0,-47.0,31.0,93.0,-43.0,-3.0,37.0,41.0,1.0
4338,-46.0,-86.0,-48.0,30.0,94.0,-44.0,-2.0,38.0,40.0,2.0
4339,-47.0,-87.0,-49.0,29.0,95.0,-43.0,-1.0,39.0,39.0,1.0
4340,-46.0,-86.0,-48.0,30.0,96.0,-42.0,0.0,40.0,40.0,2.0
4341,-45.0,-85.0,-47.0,31.0,97.0,-41.0,1.0,41.0,41.0,1.0
4342,-44.0,-86.0,-46.0,32.0,96.0,-40.0,0.0,40.0,42.0,0.0
4343,-45.0,-87.0,-47.0,33.0,97.0,-39.0,-1.0,39.0,41.0,1.0
4344,-44.0,-88.0,-46.0,32.0,98.0,-40.0,0.0,38.0,42.0,0.0
4345,-43.0,-87.0,-45.0,33.0,99.0,-39.0,1.0,39.0,43.0,1.0
4346,-44.0,-86.0,-46.0,34.0,100.0,-40.0,2.0,38.0,44.0,2.0
4347,-45.0,-85.0,-47.0,35.0,101.0,-41.0,3.0,37.0,43.0,3.0
4348,-44.0,-84.0,-46.0,36.0,102.0,-40.0,4.0,38.0,42.0,2.0
4349,-43.0,-83.0,-45.0,37.0,103.0,-41.0,3.0,37.0,41.0,1.0
4350,-44.0,-84.0,-46.0,36.0,102.0,-42.0,2.0,38.0,42.0,2.0
4351,-45.0,-85.0,-47.0,35.0,101.0,-43.0,3.0,39.0,43.0,3.0
4352,-46.0,-84.0,-46.0,34.0,102.0,-42.0,2.0,40.0,44.0,2.0
4353,-45.0,-83.0,-47.0,33.0,101.0,-41.0,3.0,39.0,43.0,1.0
4354,-46.0,-84.0,-48.0,32.0,102.0,-40.0,4.0,40.0,42.0,0.0
4355,-45.0,-85.0,-47.0,31.0,103.0,-41.0,5.0,39.0,43.0,-1.0
4356,-44.0,-84.0,-46.0,32.0,104.0,-42.0,4.0,38.0,42.0,-2.0
4357,-45.0,-83.0,-45.0,31.0,103.0,-41.0,3.0,37.0,43.0,-1.0
4358,-46.0,-84.0,-46.0,32.0,104.0,-40.0,4.0,36.0,42.0,-2.0
4359,-47.0,-85.0,-47.0,31.0,103.0,-41.0,3.0,35.0,41.0,-3.0
4360,-46.0,-84.0,-46.0,30.0,102.0,-42.0,4.0,36.0,42.0,-4.0
4361,-47.0,-85.0,-47.0,29.0,101.0,-43.0,3.0,35.0,41.0,-5.0
4362,-46.0,-84.0,-48.0,28.0,102.0,-42.0,2.0,34.0,40.0,-4.0
4363,-47.0,-83.0,-49.0,29.0,101.0,-41.0,1.0,35.0,41.0,-5.0
4364,-48.0,-84.0,-50.0,30.0,102.0,-40.0,0.0,34.0,40.0,-4.0
4365,-47.0,-83.0,-49.0,29.0,101.0,-41.0,1.0,35.0,41.0,-3.0
4366,-46.0,-84.0,-48.0,28.0,100.0,-40.0,0.0,36.0,42.0,-4.0
4367,-45.0,-85.0,-47.0,27.0,101.0,-41.0,1.0,35.0,43.0,-5.0
4368,-46.0,-84.0,-46.0,26.0,100.0,-40.0,2.0,34.0,42.0,-4.0
4369,-45.0,-83.0,-45.0,27.0,99.0,-41.0,1.0,33.0,43.0,-3.0
4370,-44.0,-84.0,-44.0,28.0,98.0,-40.0,0.0,32.0,44.0,-4.0
4371,-45.0,-85.0,-43.0,29.0,99.0,-41.0,-1.0,31.0,45.0,-3.0
4372,-46.0,-86.0,-44.0,28.0,98.0,-42.0,-2.0,30.0,44.0,-4.0
4373,-45.0,-87.0,-45.0,29.0,97.0,-43.0,-1.0,31.0,43.0,-3.0
4374,-46.0,-86.0,-46.0,30.0,96.0,-42.0,-2.0,32.0,42.0,-2.0
4375,-47.0,-87.0,-47.0,29.0,95.0,-43.0,-1.0,33.0,43.0,-1.0
4376,-46.0,-88.0,-46.0,30.0,94.0,-42.0,0.0,32.0,44.0,0.0
4377,-47.0,-89.0,-47.0,29.0,95.0,-41.0,1.0,33.0,43.0,-1.0
4378,-46.0,-88.0,-48.0,28.0,96.0,-40.0,2.0,32.0,42.0,0.0
4379,-45.0,-87.0,-47.0,29.0,97.0,-39.0,3.0,33.0,41.0,-1.0
4380,-46.0,-88.0,-48.0,30.0,98.0,-38.0,4.0,32.0,40.0,-2.0
4381,-47.0,-87.0,-47.0,29.0,99.0,-37.0,3.0,33.0,41.0,-3.0
4382,-46.0,-86.0,-46.0,30.0,98.0,-38.0,2.0,32.0,42.0,-2.0
4383,-45.0,-87.0,-47.0,31.0,97.0,-39.0,3.0,33.0,41.0,-1.0
4384,-46.0,-88.0,-48.0,30.0,96.0,-38.0,4.0,34.0,42.0,0.0
4385,-47.0,-89.0,-47.0,31.0,97.0,-39.0,3.0,33.0,43.0,1.0
4386,-46.0,-90.0,-46.0,30.0,96.0,-38.0,2.0,34.0,44.0,0.0
4387,-45.0,-89.0,-45.0,31.0,97.0,-37.0,3.0,35.0,45.0,1.0
4388,-46.0,-90.0,-44.0,32.0,98.0,-38.0,2.0,36.0,46.0,2.0
4389,-47.0,-89.0,-45.0,33.0,97.0,-37.0,1.0,37.0,45.0,3.0
4390,-46.0,-90.0,-44.0,34.0,96.0,-36.0,0.0,36.0,46.0,2.0
4391,-47.0,-89.0,-45.0,35.0,95.0,-35.0,-1.0,37.0,45.0,3.0
4392,-48.0,-88.0,-46.0,36.0,94.0,-34.0,-2.0,38.0,44.0,4.0
4393,-49.0,-87.0,-47.0,37.0,95.0,-35.0,-1.0,37.0,43.0,5.0
4394,-50.0,-86.0,-48.0,38.0,94.0,-34.0,-2.0,38.0,44.0,4.0
4395,-49.0,-85.0,-49.0,37.0,93.0,-33.0,-1.0,37.0,43.0,3.0
4396,-48.0,-84.0,-48.0,38.0,92.0,-34.0,-2.0,36.0,44.0,4.0
4397,-49.0,-85.0,-49.0,37.0,91.0,-35.0,-1.0,37.0,45.0,5.0
